name,size,rent,status,city,server
"Castle, 4th Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Castle, 4th Floor, Flat 07",16 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Castle, 4th Floor, Flat 08",21 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Castle, 4th Floor, Flat 09",16 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 02",13 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 04",13 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 05",13 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 06",13 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 07",13 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 08",13 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Basement, Flat 09",13 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Castle, Residence",104 sqm,600k gold,auctioned (no bid yet),Edron,Malivora
Central Circle 5,94 sqm,800k gold,auctioned (0 gold; 2 days left),Edron,Malivora
Central Circle 6 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Malivora
Central Circle 7 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Malivora
Central Circle 8 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Malivora
Central Circle 9a,21 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Central Circle 9b,21 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 1,26 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 10,80 sqm,300k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 11,43 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 3,43 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 4,36 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 5,115 sqm,300k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 6,51 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 7,51 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 8,58 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 9a,25 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 9b,56 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 9c,25 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
Cormaya 9d,56 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 02",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 03",16 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 04",16 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 06",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 11",22 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 12",22 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 13",16 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Cormaya Flats, Flat 14",16 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Basement Flat 1",36 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Basement Flat 2",36 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 02",19 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 03",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 04",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 06",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 07",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 08",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 11",29 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 12",22 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 14",29 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 21",19 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 22",10 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 23",22 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 24",22 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Edron Flats, Flat 25",29 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Magic Academy, Flat 1",23 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Magic Academy, Flat 2",26 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Magic Academy, Flat 3",26 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Magic Academy, Flat 4",26 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
"Magic Academy, Flat 5",26 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Magic Academy, Shop",29 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
"Stonehome Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Stonehome Flats, Flat 02",16 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
"Stonehome Flats, Flat 03",22 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Stonehome Flats, Flat 04",22 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Stonehome Flats, Flat 11",16 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Stonehome Flats, Flat 12",16 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
"Stonehome Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
"Stonehome Flats, Flat 14",22 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 1,42 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 2,16 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 3,17 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 4,21 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 5,26 sqm,80k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 6,30 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 7,26 sqm,100k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 8,17 sqm,25k gold,auctioned (no bid yet),Edron,Malivora
Stonehome Village 9,17 sqm,50k gold,auctioned (no bid yet),Edron,Malivora
Stronghold,215 sqm,800k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 1,37 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 10a,32 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 10b,31 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 2,37 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 4a,31 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 4b,31 sqm,150k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 4c,37 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 6b,30 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 8,128 sqm,800k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 9a,32 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Wood Avenue 9b,31 sqm,200k gold,auctioned (no bid yet),Edron,Malivora
Marketplace 1,74 sqm,400k gold,auctioned (no bid yet),Issavi,Malivora
Marketplace 2,81 sqm,400k gold,auctioned (no bid yet),Issavi,Malivora
Marketplace 3,130 sqm,400k gold,auctioned (no bid yet),Issavi,Malivora
Palace Vicinity,114 sqm,200k gold,auctioned (no bid yet),Issavi,Malivora
Quay 1,124 sqm,200k gold,auctioned (no bid yet),Issavi,Malivora
Quay 2,81 sqm,200k gold,auctioned (no bid yet),Issavi,Malivora
Centre 1,85 sqm,600k gold,auctioned (no bid yet),Silvertides,Malivora
Centre 2,94 sqm,600k gold,auctioned (no bid yet),Silvertides,Malivora
"Harvester's Haven, Flat 02",17 sqm,50k gold,auctioned (500001 gold; 5 days left),Bay,Monza
Rum Alley 1,17 sqm,25k gold,auctioned (2800000 gold; 9 hours left),Bay,Monza
"Alai Flats, Flat 17",20 sqm,80k gold,auctioned (2000000 gold; 4 days left),Thais,Nevia
"Main Street 9b, 2nd floor (Shop)",28 sqm,150k gold,auctioned (500001 gold; 5 days left),Thais,Nevia
Druids Retreat A,31 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Druids Retreat B,29 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Druids Retreat C,22 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Druids Retreat D,27 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
"Harbour Flats, Flat 12",22 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
"Harbour Flats, Flat 15",21 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
"Harbour Flats, Flat 16",22 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
"Harbour Flats, Flat 21",19 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
"Harbour Flats, Flat 22",22 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
"Harbour Flats, Flat 23",10 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Harbour Lane 2a (Shop),17 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Harbour Lane 2b (Shop),17 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 1,19 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 1a,12 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 1b,13 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 1c,10 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 4,49 sqm,200k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 5b,19 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 5c,21 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 5f,21 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Magician's Alley 8,26 sqm,150k gold,auctioned (no bid yet),Carlin,Noctalia
Northern Street 1a,21 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Northern Street 1b,21 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Northern Street 1c,16 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Northern Street 3a,16 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Northern Street 3b,17 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Northern Street 5,47 sqm,200k gold,auctioned (no bid yet),Carlin,Noctalia
Northern Street 7,40 sqm,150k gold,auctioned (no bid yet),Carlin,Noctalia
Northport Village 1,25 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Northport Village 2,25 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Northport Village 3,97 sqm,150k gold,auctioned (no bid yet),Carlin,Noctalia
Northport Village 4,47 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Northport Village 5,31 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Northport Village 6,37 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Park Lane 1a,28 sqm,150k gold,auctioned (no bid yet),Carlin,Noctalia
Park Lane 2,22 sqm,150k gold,auctioned (no bid yet),Carlin,Noctalia
Park Lane 3a,25 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Park Lane 3b,25 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Park Lane 4,22 sqm,150k gold,auctioned (no bid yet),Carlin,Noctalia
Rosebud A,25 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Rosebud B,25 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Rosebud C,31 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 10,33 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 11,56 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 1a,17 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 1b,34 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 3,37 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 4,34 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 5,25 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 6a,17 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 6b,17 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 7,17 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 8,35 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
Senja Village 9,55 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
Theater Avenue 11a,29 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Theater Avenue 11b,29 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Theater Avenue 5,81 sqm,200k gold,auctioned (no bid yet),Carlin,Noctalia
Theater Avenue 6d,5 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Theater Avenue 6f,16 sqm,80k gold,auctioned (no bid yet),Carlin,Noctalia
"Theater Avenue 7, Flat 06",7 sqm,25k gold,auctioned (0 gold; 9 hours left),Carlin,Noctalia
"Theater Avenue 7, Flat 11",11 sqm,50k gold,auctioned (no bid yet),Carlin,Noctalia
"Theater Avenue 7, Flat 12",9 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
"Theater Avenue 7, Flat 13",9 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
"Theater Avenue 7, Flat 15",9 sqm,25k gold,auctioned (no bid yet),Carlin,Noctalia
Theater Avenue 8a,26 sqm,100k gold,auctioned (no bid yet),Carlin,Noctalia
Castle Street 2,31 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Castle Street 3,37 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Castle Street 4,37 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Castle Street 5,37 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, 3rd Floor, Flat 02",17 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, 3rd Floor, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, 3rd Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, 4th Floor, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, 4th Floor, Flat 02",17 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, 4th Floor, Flat 05",17 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, 4th Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, 4th Floor, Flat 07",16 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Basement, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Basement, Flat 02",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Basement, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Basement, Flat 04",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Basement, Flat 05",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Basement, Flat 06",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Basement, Flat 07",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Basement, Flat 08",13 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Castle, Residence",104 sqm,600k gold,auctioned (no bid yet),Edron,Noctalia
Central Circle 7 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Noctalia
Central Circle 8 (Shop),97 sqm,400k gold,auctioned (0 gold; 3 days left),Edron,Noctalia
Central Circle 9b,21 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 10,80 sqm,300k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 11,43 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 2,78 sqm,300k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 3,43 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 4,36 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 5,115 sqm,300k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 6,51 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 7,51 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 8,58 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 9a,25 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 9b,56 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 9c,25 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
Cormaya 9d,56 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
"Cormaya Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Cormaya Flats, Flat 02",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Cormaya Flats, Flat 03",16 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Cormaya Flats, Flat 04",16 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Cormaya Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Cormaya Flats, Flat 11",22 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Cormaya Flats, Flat 12",22 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Basement Flat 1",36 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Basement Flat 2",36 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 01",10 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 03",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 06",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 07",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 08",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 11",29 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 12",22 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 14",29 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 21",19 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 22",10 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 23",22 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 24",22 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Edron Flats, Flat 25",29 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Magic Academy, Flat 1",23 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Magic Academy, Flat 2",26 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Magic Academy, Flat 3",26 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Magic Academy, Flat 4",26 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
"Magic Academy, Flat 5",26 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Magic Academy, Shop",29 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
"Sky Lane, Sea Tower",95 sqm,300k gold,auctioned (no bid yet),Edron,Noctalia
"Stonehome Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
"Stonehome Flats, Flat 03",22 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Stonehome Flats, Flat 04",22 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Stonehome Flats, Flat 11",16 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Stonehome Flats, Flat 12",16 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
"Stonehome Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
"Stonehome Flats, Flat 14",22 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
Stonehome Village 2,16 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
Stonehome Village 3,17 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
Stonehome Village 4,21 sqm,80k gold,auctioned (no bid yet),Edron,Noctalia
Stonehome Village 7,26 sqm,100k gold,auctioned (no bid yet),Edron,Noctalia
Stonehome Village 8,17 sqm,25k gold,auctioned (no bid yet),Edron,Noctalia
Stonehome Village 9,17 sqm,50k gold,auctioned (no bid yet),Edron,Noctalia
Stronghold,215 sqm,800k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 1,37 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 10a,32 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 10b,31 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 11,149 sqm,600k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 2,37 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 3,37 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 4a,31 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 4b,31 sqm,150k gold,auctioned (no bid yet),Edron,Noctalia
Wood Avenue 9a,32 sqm,200k gold,auctioned (0 gold; 4 days left),Edron,Noctalia
Wood Avenue 9b,31 sqm,200k gold,auctioned (no bid yet),Edron,Noctalia
Caveman Shelter,87 sqm,150k gold,auctioned (no bid yet),Farmine,Noctalia
Eastern House of Tranquility,268 sqm,200k gold,auctioned (no bid yet),Farmine,Noctalia
Old Sanctuary of God King Qjell,537 sqm,300k gold,auctioned (no bid yet),Beach,Noctalia
Hanging Gardens 1,178 sqm,400k gold,auctioned (no bid yet),Issavi,Noctalia
Marketplace 2,81 sqm,400k gold,auctioned (no bid yet),Issavi,Noctalia
Marketplace 3,130 sqm,400k gold,auctioned (no bid yet),Issavi,Noctalia
Quay 1,124 sqm,200k gold,auctioned (no bid yet),Issavi,Noctalia
Quay 2,81 sqm,200k gold,auctioned (no bid yet),Issavi,Noctalia
Wave Tower,178 sqm,400k gold,auctioned (no bid yet),Issavi,Noctalia
Dwarven Magnate's Estate,248 sqm,300k gold,auctioned (no bid yet),Kazordoon,Noctalia
Forge Master's Quarters,352 sqm,300k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lost Cavern,471 sqm,200k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 1,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 10,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 2,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 3,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 4,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 6,58 sqm,100k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 7,26 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 8,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Lower Barracks 9,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Nobility Quarter 1,37 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Nobility Quarter 2,37 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Nobility Quarter 3,37 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Nobility Quarter 4,37 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Outlaw Camp 13 (Shop),17 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Outlaw Camp 14 (Shop),16 sqm,25k gold,auctioned (no bid yet),Kazordoon,Noctalia
Outlaw Camp 2,14 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Outlaw Camp 3,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Outlaw Camp 4,17 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Outlaw Camp 7,17 sqm,25k gold,auctioned (no bid yet),Kazordoon,Noctalia
Outlaw Camp 9,17 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
The Farms 1,42 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
The Farms 2,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
The Farms 3,26 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
The Farms 4,26 sqm,25k gold,auctioned (no bid yet),Kazordoon,Noctalia
The Farms 5,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
"The Farms 6, Fishing Hut",21 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
The Market 1 (Shop),13 sqm,25k gold,auctioned (no bid yet),Kazordoon,Noctalia
The Market 2 (Shop),22 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
The Market 4 (Shop),36 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Tunnel Gardens 4,30 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Tunnel Gardens 8,21 sqm,25k gold,auctioned (no bid yet),Kazordoon,Noctalia
Tunnel Gardens 9,81 sqm,150k gold,auctioned (no bid yet),Kazordoon,Noctalia
Upper Barracks 1,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Upper Barracks 13,16 sqm,25k gold,auctioned (no bid yet),Kazordoon,Noctalia
Upper Barracks 2,27 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Upper Barracks 3,16 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
Upper Barracks 4,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Noctalia
Upper Barracks 5,27 sqm,80k gold,auctioned (no bid yet),Kazordoon,Noctalia
